strategy,student_type,episode_id,step,phase,active_skill,polynomial_mastery,integer_mastery,fraction_mastery,is_correct,was_remediation,was_unnecessary_remediation
AB1_Baseline,Average,225,29,mainline,poly_expand,0.761825,0.660207,0.660207,1,0,0
AB1_Baseline,Average,225,30,mainline,poly_division,0.777757,0.670363,0.670363,1,0,0
AB1_Baseline,Average,225,31,mainline,poly_combine,0.798607,0.68418,0.68418,1,0,0
AB1_Baseline,Average,225,32,mainline,poly_expand,0.791647,0.68418,0.68418,0,0,0
AB1_Baseline,Average,225,33,mainline,poly_division,0.803185,0.693569,0.693569,1,0,0
AB1_Baseline,Average,225,34,mainline,poly_combine,0.796225,0.693569,0.693569,0,0,0
AB1_Baseline,Average,225,35,mainline,poly_expand,0.781292,0.693569,0.693569,0,0,0
AB1_Baseline,Average,225,36,mainline,poly_division,0.789689,0.702297,0.702297,1,0,0
AB1_Baseline,Average,225,37,mainline,poly_combine,0.806756,0.715142,0.715142,1,0,0
AB1_Baseline,Average,225,38,mainline,poly_expand,0.840846,0.723255,0.723255,1,0,0
AB1_Baseline,Average,225,39,mainline,poly_division,0.846957,0.730797,0.730797,1,0,0
AB1_Baseline,Average,225,40,mainline,poly_combine,0.832023,0.730797,0.730797,0,0,0
AB1_Baseline,Average,225,41,mainline,poly_expand,0.81709,0.730797,0.730797,0,0,0
AB1_Baseline,Average,225,42,mainline,poly_division,0.821536,0.737808,0.737808,1,0,0
AB1_Baseline,Average,225,43,mainline,poly_combine,0.814576,0.737808,0.737808,0,0,0
AB1_Baseline,Average,225,44,mainline,poly_expand,0.799643,0.737808,0.737808,0,0,0
AB1_Baseline,Average,225,45,mainline,poly_division,0.802879,0.744325,0.744325,1,0,0
AB1_Baseline,Average,225,46,mainline,poly_combine,0.82126,0.756266,0.756266,1,0,0
AB1_Baseline,Average,225,47,mainline,poly_expand,0.8542,0.762325,0.762325,1,0,0
AB1_Baseline,Average,226,1,mainline,poly_combine,0.442887,0.46552,0.46552,1,0,0
AB1_Baseline,Average,226,2,mainline,poly_expand,0.43156,0.46552,0.46552,0,0,0
AB1_Baseline,Average,226,3,mainline,poly_division,0.502434,0.491535,0.491535,1,0,0
AB1_Baseline,Average,226,4,mainline,poly_combine,0.497486,0.491535,0.491535,0,0,0
AB1_Baseline,Average,226,5,mainline,poly_expand,0.567924,0.514781,0.514781,1,0,0
AB1_Baseline,Average,226,6,mainline,poly_division,0.556091,0.514781,0.514781,0,0,0
AB1_Baseline,Average,226,7,mainline,poly_combine,0.600363,0.536795,0.536795,1,0,0
AB1_Baseline,Average,226,8,mainline,poly_expand,0.647158,0.557418,0.557418,1,0,0
AB1_Baseline,Average,226,9,mainline,poly_division,0.634944,0.557418,0.557418,0,0,0
AB1_Baseline,Average,226,10,mainline,poly_combine,0.664523,0.576971,0.576971,1,0,0
AB1_Baseline,Average,226,11,mainline,poly_expand,0.659043,0.576971,0.576971,0,0,0
AB1_Baseline,Average,226,12,mainline,poly_division,0.653487,0.576971,0.576971,0,0,0
AB1_Baseline,Average,226,13,mainline,poly_combine,0.673414,0.594369,0.594369,1,0,0
AB1_Baseline,Average,226,14,mainline,poly_expand,0.705835,0.612206,0.612206,1,0,0
AB1_Baseline,Average,226,15,mainline,poly_division,0.75901,0.628415,0.628415,1,0,0
AB1_Baseline,Average,226,16,mainline,poly_combine,0.75315,0.628415,0.628415,0,0,0
AB1_Baseline,Average,226,17,mainline,poly_expand,0.747214,0.628415,0.628415,0,0,0
AB1_Baseline,Average,226,18,mainline,poly_division,0.783536,0.642879,0.642879,1,0,0
AB1_Baseline,Average,226,19,mainline,poly_combine,0.777448,0.642879,0.642879,0,0,0
AB1_Baseline,Average,226,20,mainline,poly_expand,0.800832,0.655934,0.655934,1,0,0
AB1_Baseline,Average,226,21,mainline,poly_division,0.825846,0.66785,0.66785,1,0,0
AB1_Baseline,Average,226,22,mainline,poly_combine,0.811986,0.66785,0.66785,0,0,0
AB1_Baseline,Average,226,23,mainline,poly_expand,0.805594,0.66785,0.66785,0,0,0
AB1_Baseline,Average,226,24,mainline,poly_division,0.79148,0.66785,0.66785,0,0,0
AB1_Baseline,Average,226,25,mainline,poly_combine,0.77724,0.66785,0.66785,0,0,0
AB1_Baseline,Average,226,26,mainline,poly_expand,0.794891,0.678302,0.678302,1,0,0
AB1_Baseline,Average,226,27,mainline,poly_division,0.815833,0.687884,0.687884,1,0,0
AB1_Baseline,Average,226,28,mainline,poly_combine,0.809061,0.687884,0.687884,0,0,0
AB1_Baseline,Average,226,29,mainline,poly_expand,0.821478,0.696581,0.696581,1,0,0
AB1_Baseline,Average,226,30,mainline,poly_division,0.806604,0.696581,0.696581,0,0,0
AB1_Baseline,Average,226,31,mainline,poly_combine,0.831593,0.709993,0.709993,1,0,0
AB1_Baseline,Average,226,32,mainline,poly_expand,0.840496,0.717942,0.717942,1,0,0
AB1_Baseline,Average,226,33,mainline,poly_division,0.859266,0.72533,0.72533,1,0,0
AB1_Baseline,Average,227,1,mainline,poly_combine,0.442887,0.46552,0.46552,1,0,0
AB1_Baseline,Average,227,2,mainline,poly_expand,0.510902,0.491751,0.491751,1,0,0
AB1_Baseline,Average,227,3,mainline,poly_division,0.499448,0.491751,0.491751,0,0,0
AB1_Baseline,Average,227,4,mainline,poly_combine,0.4945,0.491751,0.491751,0,0,0
AB1_Baseline,Average,227,5,mainline,poly_expand,0.539301,0.514978,0.514978,1,0,0
AB1_Baseline,Average,227,6,mainline,poly_division,0.612557,0.535942,0.535942,1,0,0
AB1_Baseline,Average,227,7,mainline,poly_combine,0.607381,0.535942,0.535942,0,0,0
AB1_Baseline,Average,227,8,mainline,poly_expand,0.602129,0.535942,0.535942,0,0,0
AB1_Baseline,Average,227,9,mainline,poly_division,0.596801,0.535942,0.535942,0,0,0
AB1_Baseline,Average,227,10,mainline,poly_combine,0.641863,0.557387,0.557387,1,0,0
AB1_Baseline,Average,227,11,mainline,poly_expand,0.672699,0.575669,0.575669,1,0,0
AB1_Baseline,Average,227,12,mainline,poly_division,0.722224,0.592244,0.592244,1,0,0
AB1_Baseline,Average,227,13,mainline,poly_combine,0.716592,0.592244,0.592244,0,0,0
AB1_Baseline,Average,227,14,mainline,poly_expand,0.737424,0.607147,0.607147,1,0,0
AB1_Baseline,Average,227,15,mainline,poly_division,0.770976,0.620688,0.620688,1,0,0
AB1_Baseline,Average,227,16,mainline,poly_combine,0.757876,0.620688,0.620688,0,0,0
AB1_Baseline,Average,227,17,mainline,poly_expand,0.772067,0.632887,0.632887,1,0,0
AB1_Baseline,Average,227,18,mainline,poly_division,0.794985,0.643997,0.643997,1,0,0
AB1_Baseline,Average,227,19,mainline,poly_combine,0.788897,0.643997,0.643997,0,0,0
AB1_Baseline,Average,227,20,mainline,poly_expand,0.798644,0.654024,0.654024,1,0,0
AB1_Baseline,Average,227,21,mainline,poly_division,0.814426,0.663177,0.663177,1,0,0
AB1_Baseline,Average,227,22,mainline,poly_combine,0.85019,0.680699,0.680699,1,0,0
AB1_Baseline,Average,228,1,mainline,poly_combine,0.365467,0.44,0.44,0,0,0
AB1_Baseline,Average,228,2,mainline,poly_expand,0.35414,0.44,0.44,0,0,0
AB1_Baseline,Average,228,3,mainline,poly_division,0.425014,0.466015,0.466015,1,0,0
AB1_Baseline,Average,228,4,mainline,poly_combine,0.413434,0.466015,0.466015,0,0,0
AB1_Baseline,Average,228,5,mainline,poly_expand,0.483872,0.489261,0.489261,1,0,0
AB1_Baseline,Average,228,6,mainline,poly_division,0.53069,0.510242,0.510242,1,0,0
AB1_Baseline,Average,228,7,mainline,poly_combine,0.51873,0.510242,0.510242,0,0,0
AB1_Baseline,Average,228,8,mainline,poly_expand,0.565525,0.529029,0.529029,1,0,0
AB1_Baseline,Average,228,9,mainline,poly_division,0.560197,0.529029,0.529029,0,0,0
AB1_Baseline,Average,228,10,mainline,poly_combine,0.633704,0.552668,0.552668,1,0,0
AB1_Baseline,Average,228,11,mainline,poly_expand,0.628224,0.552668,0.552668,0,0,0
AB1_Baseline,Average,228,12,mainline,poly_division,0.66047,0.569216,0.569216,1,0,0
AB1_Baseline,Average,228,13,mainline,poly_combine,0.64775,0.569216,0.569216,0,0,0
AB1_Baseline,Average,228,14,mainline,poly_expand,0.680171,0.584094,0.584094,1,0,0
AB1_Baseline,Average,228,15,mainline,poly_division,0.674387,0.584094,0.584094,0,0,0
AB1_Baseline,Average,228,16,mainline,poly_combine,0.668527,0.584094,0.584094,0,0,0
AB1_Baseline,Average,228,17,mainline,poly_expand,0.662591,0.584094,0.584094,0,0,0
AB1_Baseline,Average,228,18,mainline,poly_division,0.649238,0.584094,0.584094,0,0,0
AB1_Baseline,Average,228,19,mainline,poly_combine,0.702316,0.603981,0.603981,1,0,0
AB1_Baseline,Average,228,20,mainline,poly_expand,0.7257,0.616875,0.616875,1,0,0
AB1_Baseline,Average,228,21,mainline,poly_division,0.752256,0.628643,0.628643,1,0,0
AB1_Baseline,Average,228,22,mainline,poly_combine,0.788908,0.64643,0.64643,1,0,0
AB1_Baseline,Average,228,23,mainline,poly_expand,0.782516,0.64643,0.64643,0,0,0
AB1_Baseline,Average,228,24,mainline,poly_division,0.800952,0.656966,0.656966,1,0,0
AB1_Baseline,Average,228,25,mainline,poly_combine,0.794408,0.656966,0.656966,0,0,0
AB1_Baseline,Average,228,26,mainline,poly_expand,0.812059,0.666512,0.666512,1,0,0
AB1_Baseline,Average,228,27,mainline,poly_division,0.82496,0.675262,0.675262,1,0,0
AB1_Baseline,Average,228,28,mainline,poly_combine,0.81034,0.675262,0.675262,0,0,0
AB1_Baseline,Average,228,29,mainline,poly_expand,0.822757,0.683204,0.683204,1,0,0
AB1_Baseline,Average,228,30,mainline,poly_division,0.815833,0.683204,0.683204,0,0,0
AB1_Baseline,Average,228,31,mainline,poly_combine,0.846125,0.698248,0.698248,1,0,0
AB1_Baseline,Average,228,32,mainline,poly_expand,0.831192,0.698248,0.698248,0,0,0
AB1_Baseline,Average,228,33,mainline,poly_division,0.842145,0.705507,0.705507,1,0,0
AB1_Baseline,Average,228,34,mainline,poly_combine,0.827212,0.705507,0.705507,0,0,0
AB1_Baseline,Average,228,35,mainline,poly_expand,0.812278,0.705507,0.705507,0,0,0
AB1_Baseline,Average,228,36,mainline,poly_division,0.820249,0.712254,0.712254,1,0,0
AB1_Baseline,Average,228,37,mainline,poly_combine,0.805316,0.712254,0.712254,0,0,0
AB1_Baseline,Average,228,38,mainline,poly_expand,0.798356,0.712254,0.712254,0,0,0
AB1_Baseline,Average,228,39,mainline,poly_division,0.791396,0.712254,0.712254,0,0,0
AB1_Baseline,Average,228,40,mainline,poly_combine,0.776463,0.712254,0.712254,0,0,0
AB1_Baseline,Average,228,41,mainline,poly_expand,0.795394,0.718527,0.718527,1,0,0
AB1_Baseline,Average,228,42,mainline,poly_division,0.803089,0.724358,0.724358,1,0,0
AB1_Baseline,Average,228,43,mainline,poly_combine,0.837332,0.738343,0.738343,1,0,0
AB1_Baseline,Average,228,44,mainline,poly_expand,0.851108,0.743764,0.743764,1,0,0
AB1_Baseline,Average,229,1,mainline,poly_combine,0.371947,0.44,0.44,0,0,0
AB1_Baseline,Average,229,2,mainline,poly_expand,0.36062,0.44,0.44,0,0,0
AB1_Baseline,Average,229,3,mainline,poly_division,0.349167,0.44,0.44,0,0,0
AB1_Baseline,Average,229,4,mainline,poly_combine,0.344219,0.44,0.44,0,0,0
AB1_Baseline,Average,229,5,mainline,poly_expand,0.339195,0.44,0.44,0,0,0
AB1_Baseline,Average,229,6,mainline,poly_division,0.41245,0.465365,0.465365,1,0,0
AB1_Baseline,Average,229,7,mainline,poly_combine,0.479361,0.489631,0.489631,1,0,0
AB1_Baseline,Average,229,8,mainline,poly_expand,0.467274,0.489631,0.489631,0,0,0
AB1_Baseline,Average,229,9,mainline,poly_division,0.516079,0.512147,0.512147,1,0,0
AB1_Baseline,Average,229,10,mainline,poly_combine,0.503739,0.512147,0.512147,0,0,0
AB1_Baseline,Average,229,11,mainline,poly_expand,0.576891,0.532349,0.532349,1,0,0
AB1_Baseline,Average,229,12,mainline,poly_division,0.60968,0.550666,0.550666,1,0,0
AB1_Baseline,Average,229,13,mainline,poly_combine,0.65732,0.571647,0.571647,1,0,0
AB1_Baseline,Average,229,14,mainline,poly_expand,0.706742,0.588115,0.588115,1,0,0
AB1_Baseline,Average,229,15,mainline,poly_division,0.693768,0.588115,0.588115,0,0,0
AB1_Baseline,Average,229,16,mainline,poly_combine,0.687908,0.588115,0.588115,0,0,0
AB1_Baseline,Average,229,17,mainline,poly_expand,0.681972,0.588115,0.588115,0,0,0
AB1_Baseline,Average,229,18,mainline,poly_division,0.707603,0.602664,0.602664,1,0,0
AB1_Baseline,Average,229,19,mainline,poly_combine,0.694123,0.602664,0.602664,0,0,0
AB1_Baseline,Average,229,20,mainline,poly_expand,0.728857,0.615796,0.615796,1,0,0
AB1_Baseline,Average,229,21,mainline,poly_division,0.746507,0.627781,0.627781,1,0,0
AB1_Baseline,Average,229,22,mainline,poly_combine,0.732647,0.627781,0.627781,0,0,0
AB1_Baseline,Average,229,23,mainline,poly_expand,0.756696,0.63862,0.63862,1,0,0
AB1_Baseline,Average,229,24,mainline,poly_division,0.76895,0.648534,0.648534,1,0,0
AB1_Baseline,Average,229,25,mainline,poly_combine,0.808787,0.665664,0.665664,1,0,0
AB1_Baseline,Average,229,26,mainline,poly_expand,0.825571,0.674647,0.674647,1,0,0
AB1_Baseline,Average,229,27,mainline,poly_division,0.834146,0.682881,0.682881,1,0,0
AB1_Baseline,Average,229,28,mainline,poly_combine,0.862097,0.698249,0.698249,1,0,0
AB1_Baseline,Average,230,1,mainline,poly_combine,0.371947,0.44,0.44,0,0,0
AB1_Baseline,Average,230,2,mainline,poly_expand,0.439962,0.466231,0.466231,1,0,0
AB1_Baseline,Average,230,3,mainline,poly_division,0.510836,0.489852,0.489852,1,0,0
AB1_Baseline,Average,230,4,mainline,poly_combine,0.505888,0.489852,0.489852,0,0,0
AB1_Baseline,Average,230,5,mainline,poly_expand,0.500864,0.489852,0.489852,0,0,0
AB1_Baseline,Average,230,6,mainline,poly_division,0.495764,0.489852,0.489852,0,0,0
AB1_Baseline,Average,230,7,mainline,poly_combine,0.562675,0.514118,0.514118,1,0,0
AB1_Baseline,Average,230,8,mainline,poly_expand,0.608239,0.534689,0.534689,1,0,0
AB1_Baseline,Average,230,9,mainline,poly_division,0.596026,0.534689,0.534689,0,0,0
AB1_Baseline,Average,230,10,mainline,poly_combine,0.64073,0.556242,0.556242,1,0,0
AB1_Baseline,Average,230,11,mainline,poly_expand,0.63525,0.556242,0.556242,0,0,0
AB1_Baseline,Average,230,12,mainline,poly_division,0.685675,0.574361,0.574361,1,0,0
AB1_Baseline,Average,230,13,mainline,poly_combine,0.715793,0.593538,0.593538,1,0,0
AB1_Baseline,Average,230,14,mainline,poly_expand,0.747405,0.609829,0.609829,1,0,0
AB1_Baseline,Average,230,15,mainline,poly_division,0.741621,0.609829,0.609829,0,0,0
AB1_Baseline,Average,230,16,mainline,poly_combine,0.762081,0.626923,0.626923,1,0,0
AB1_Baseline,Average,230,17,mainline,poly_expand,0.783616,0.641452,0.641452,1,0,0
AB1_Baseline,Average,230,18,mainline,poly_division,0.818822,0.654683,0.654683,1,0,0
AB1_Baseline,Average,230,19,mainline,poly_combine,0.832836,0.669946,0.669946,1,0,0
AB1_Baseline,Average,230,20,mainline,poly_expand,0.847626,0.681889,0.681889,1,0,0
AB1_Baseline,Average,230,21,mainline,poly_division,0.871871,0.692789,0.692789,1,0,0
AB1_Baseline,Average,231,1,mainline,poly_combine,0.442887,0.46552,0.46552,1,0,0
AB1_Baseline,Average,231,2,mainline,poly_expand,0.438091,0.46552,0.46552,0,0,0
AB1_Baseline,Average,231,3,mainline,poly_division,0.433219,0.46552,0.46552,0,0,0
AB1_Baseline,Average,231,4,mainline,poly_combine,0.476713,0.488103,0.488103,1,0,0
AB1_Baseline,Average,231,5,mainline,poly_expand,0.54504,0.513685,0.513685,1,0,0
AB1_Baseline,Average,231,6,mainline,poly_division,0.616182,0.536773,0.536773,1,0,0
AB1_Baseline,Average,231,7,mainline,poly_combine,0.604222,0.536773,0.536773,0,0,0
AB1_Baseline,Average,231,8,mainline,poly_expand,0.649615,0.557447,0.557447,1,0,0
AB1_Baseline,Average,231,9,mainline,poly_division,0.697011,0.576149,0.576149,1,0,0
AB1_Baseline,Average,231,10,mainline,poly_combine,0.691607,0.576149,0.576149,0,0,0
AB1_Baseline,Average,231,11,mainline,poly_expand,0.72202,0.592929,0.592929,1,0,0
AB1_Baseline,Average,231,12,mainline,poly_division,0.709426,0.592929,0.592929,0,0,0
AB1_Baseline,Average,231,13,mainline,poly_combine,0.696706,0.592929,0.592929,0,0,0
AB1_Baseline,Average,231,14,mainline,poly_expand,0.717253,0.607869,0.607869,1,0,0
AB1_Baseline,Average,231,15,mainline,poly_division,0.752297,0.621445,0.621445,1,0,0
AB1_Baseline,Average,231,16,mainline,poly_combine,0.78855,0.639914,0.639914,1,0,0
AB1_Baseline,Average,231,17,mainline,poly_expand,0.802546,0.652144,0.652144,1,0,0
AB1_Baseline,Average,231,18,mainline,poly_division,0.826485,0.663281,0.663281,1,0,0
AB1_Baseline,Average,231,19,mainline,poly_combine,0.820397,0.663281,0.663281,0,0,0
AB1_Baseline,Average,231,20,mainline,poly_expand,0.830009,0.673334,0.673334,1,0,0
AB1_Baseline,Average,231,21,mainline,poly_division,0.846495,0.68251,0.68251,1,0,0
AB1_Baseline,Average,231,22,mainline,poly_combine,0.840179,0.68251,0.68251,0,0,0
AB1_Baseline,Average,231,23,mainline,poly_expand,0.846834,0.690807,0.690807,1,0,0
AB1_Baseline,Average,231,24,mainline,poly_division,0.858279,0.698397,0.698397,1,0,0
AB1_Baseline,Average,232,1,mainline,poly_combine,0.365467,0.44,0.44,0,0,0
AB1_Baseline,Average,232,2,mainline,poly_expand,0.433482,0.466231,0.466231,1,0,0
AB1_Baseline,Average,232,3,mainline,poly_division,0.42861,0.466231,0.466231,0,0,0
AB1_Baseline,Average,232,4,mainline,poly_combine,0.41703,0.466231,0.466231,0,0,0
AB1_Baseline,Average,232,5,mainline,poly_expand,0.405323,0.466231,0.466231,0,0,0
AB1_Baseline,Average,232,6,mainline,poly_division,0.400223,0.466231,0.466231,0,0,0
AB1_Baseline,Average,232,7,mainline,poly_combine,0.395047,0.466231,0.466231,0,0,0
AB1_Baseline,Average,232,8,mainline,poly_expand,0.442731,0.488868,0.488868,1,0,0
AB1_Baseline,Average,232,9,mainline,poly_division,0.514154,0.509346,0.509346,1,0,0
AB1_Baseline,Average,232,10,mainline,poly_combine,0.585537,0.532985,0.532985,1,0,0
AB1_Baseline,Average,232,11,mainline,poly_expand,0.617484,0.551359,0.551359,1,0,0
AB1_Baseline,Average,232,12,mainline,poly_division,0.66547,0.568017,0.568017,1,0,0
AB1_Baseline,Average,232,13,mainline,poly_combine,0.659838,0.568017,0.568017,0,0,0
AB1_Baseline,Average,232,14,mainline,poly_expand,0.681421,0.582994,0.582994,1,0,0
AB1_Baseline,Average,232,15,mainline,poly_division,0.71393,0.596603,0.596603,1,0,0
AB1_Baseline,Average,232,16,mainline,poly_combine,0.70807,0.596603,0.596603,0,0,0
AB1_Baseline,Average,232,17,mainline,poly_expand,0.694844,0.596603,0.596603,0,0,0
AB1_Baseline,Average,232,18,mainline,poly_division,0.71705,0.608748,0.608748,1,0,0
AB1_Baseline,Average,232,19,mainline,poly_combine,0.70357,0.608748,0.608748,0,0,0
AB1_Baseline,Average,232,20,mainline,poly_expand,0.689963,0.608748,0.608748,0,0,0
AB1_Baseline,Average,232,21,mainline,poly_division,0.705255,0.619604,0.619604,1,0,0
AB1_Baseline,Average,232,22,mainline,poly_combine,0.691395,0.619604,0.619604,0,0,0
AB1_Baseline,Average,232,23,mainline,poly_expand,0.685003,0.619604,0.619604,0,0,0
AB1_Baseline,Average,232,24,mainline,poly_division,0.678535,0.619604,0.619604,0,0,0
AB1_Baseline,Average,232,25,mainline,poly_combine,0.664295,0.619604,0.619604,0,0,0
AB1_Baseline,Average,232,26,mainline,poly_expand,0.657675,0.619604,0.619604,0,0,0
AB1_Baseline,Average,232,27,mainline,poly_division,0.669875,0.629028,0.629028,1,0,0
AB1_Baseline,Average,232,28,mainline,poly_combine,0.727996,0.647197,0.647197,1,0,0
AB1_Baseline,Average,232,29,mainline,poly_expand,0.721148,0.647197,0.647197,0,0,0
AB1_Baseline,Average,232,30,mainline,poly_division,0.714224,0.647197,0.647197,0,0,0
AB1_Baseline,Average,232,31,mainline,poly_combine,0.707264,0.647197,0.647197,0,0,0
AB1_Baseline,Average,232,32,mainline,poly_expand,0.733361,0.655617,0.655617,1,0,0
AB1_Baseline,Average,232,33,mainline,poly_division,0.726401,0.655617,0.655617,0,0,0
AB1_Baseline,Average,232,34,mainline,poly_combine,0.769556,0.672034,0.672034,1,0,0
AB1_Baseline,Average,232,35,mainline,poly_expand,0.788546,0.679862,0.679862,1,0,0
AB1_Baseline,Average,232,36,mainline,poly_division,0.781586,0.679862,0.679862,0,0,0
AB1_Baseline,Average,232,37,mainline,poly_combine,0.774626,0.679862,0.679862,0,0,0
AB1_Baseline,Average,232,38,mainline,poly_expand,0.788445,0.687139,0.687139,1,0,0
AB1_Baseline,Average,232,39,mainline,poly_division,0.802696,0.693903,0.693903,1,0,0
AB1_Baseline,Average,232,40,mainline,poly_combine,0.795736,0.693903,0.693903,0,0,0
AB1_Baseline,Average,232,41,mainline,poly_expand,0.780803,0.693903,0.693903,0,0,0
AB1_Baseline,Average,232,42,mainline,poly_division,0.791173,0.700191,0.700191,1,0,0
AB1_Baseline,Average,232,43,mainline,poly_combine,0.784213,0.700191,0.700191,0,0,0
AB1_Baseline,Average,232,44,mainline,poly_expand,0.798336,0.706037,0.706037,1,0,0
AB1_Baseline,Average,232,45,mainline,poly_division,0.805882,0.711471,0.711471,1,0,0
AB1_Baseline,Average,232,46,mainline,poly_combine,0.798922,0.711471,0.711471,0,0,0
AB1_Baseline,Average,232,47,mainline,poly_expand,0.783989,0.711471,0.711471,0,0,0
AB1_Baseline,Average,232,48,mainline,poly_division,0.777029,0.711471,0.711471,0,0,0
AB1_Baseline,Average,232,49,mainline,poly_combine,0.770069,0.711471,0.711471,0,0,0
AB1_Baseline,Average,232,50,mainline,poly_expand,0.784412,0.716522,0.716522,1,0,0
AB1_Baseline,Average,233,1,mainline,poly_combine,0.371947,0.44,0.44,0,0,0
AB1_Baseline,Average,233,2,mainline,poly_expand,0.439962,0.466231,0.466231,1,0,0
AB1_Baseline,Average,233,3,mainline,poly_division,0.428508,0.466231,0.466231,0,0,0
AB1_Baseline,Average,233,4,mainline,poly_combine,0.42356,0.466231,0.466231,0,0,0
AB1_Baseline,Average,233,5,mainline,poly_expand,0.468361,0.489458,0.489458,1,0,0
AB1_Baseline,Average,233,6,mainline,poly_division,0.463261,0.489458,0.489458,0,0,0
AB1_Baseline,Average,233,7,mainline,poly_combine,0.458085,0.489458,0.489458,0,0,0
AB1_Baseline,Average,233,8,mainline,poly_expand,0.487849,0.510064,0.510064,1,0,0
AB1_Baseline,Average,233,9,mainline,poly_division,0.475635,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,10,mainline,poly_combine,0.470231,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,11,mainline,poly_expand,0.457765,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,12,mainline,poly_division,0.445171,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,13,mainline,poly_combine,0.439539,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,14,mainline,poly_expand,0.426693,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,15,mainline,poly_division,0.413719,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,16,mainline,poly_combine,0.400619,0.510064,0.510064,0,0,0
AB1_Baseline,Average,233,17,mainline,poly_expand,0.427366,0.527396,0.527396,1,0,0
AB1_Baseline,Average,233,18,mainline,poly_division,0.421354,0.527396,0.527396,0,0,0
AB1_Baseline,Average,233,19,mainline,poly_combine,0.407874,0.527396,0.527396,0,0,0
AB1_Baseline,Average,233,20,mainline,poly_expand,0.40171,0.527396,0.527396,0,0,0
AB1_Baseline,Average,233,21,mainline,poly_division,0.482376,0.54273,0.54273,1,0,0
AB1_Baseline,Average,233,22,mainline,poly_combine,0.47606,0.54273,0.54273,0,0,0
AB1_Baseline,Average,233,23,mainline,poly_expand,0.495825,0.556597,0.556597,1,0,0
AB1_Baseline,Average,233,24,mainline,poly_division,0.551826,0.569281,0.569281,1,0,0
AB1_Baseline,Average,233,25,mainline,poly_combine,0.545282,0.569281,0.569281,0,0,0
AB1_Baseline,Average,233,26,mainline,poly_expand,0.559077,0.580773,0.580773,1,0,0
AB1_Baseline,Average,233,27,mainline,poly_division,0.598266,0.591308,0.591308,1,0,0
AB1_Baseline,Average,233,28,mainline,poly_combine,0.591494,0.591308,0.591308,0,0,0
AB1_Baseline,Average,233,29,mainline,poly_expand,0.601198,0.600869,0.600869,1,0,0
AB1_Baseline,Average,233,30,mainline,poly_division,0.594274,0.600869,0.600869,0,0,0
AB1_Baseline,Average,233,31,mainline,poly_combine,0.587314,0.600869,0.600869,0,0,0
AB1_Baseline,Average,233,32,mainline,poly_expand,0.594272,0.609608,0.609608,1,0,0
AB1_Baseline,Average,233,33,mainline,poly_division,0.579339,0.609608,0.609608,0,0,0
AB1_Baseline,Average,233,34,mainline,poly_combine,0.572379,0.609608,0.609608,0,0,0
AB1_Baseline,Average,233,35,mainline,poly_expand,0.577442,0.617732,0.617732,1,0,0
AB1_Baseline,Average,233,36,mainline,poly_division,0.562509,0.617732,0.617732,0,0,0
AB1_Baseline,Average,233,37,mainline,poly_combine,0.64039,0.637092,0.637092,1,0,0
AB1_Baseline,Average,233,38,mainline,poly_expand,0.625457,0.637092,0.637092,0,0,0
AB1_Baseline,Average,233,39,mainline,poly_division,0.618497,0.637092,0.637092,0,0,0
AB1_Baseline,Average,233,40,mainline,poly_combine,0.603563,0.637092,0.637092,0,0,0
AB1_Baseline,Average,233,41,mainline,poly_expand,0.611314,0.644643,0.644643,1,0,0
AB1_Baseline,Average,233,42,mainline,poly_division,0.604354,0.644643,0.644643,0,0,0
AB1_Baseline,Average,233,43,mainline,poly_combine,0.589421,0.644643,0.644643,0,0,0
AB1_Baseline,Average,233,44,mainline,poly_expand,0.595061,0.651663,0.651663,1,0,0
AB1_Baseline,Average,233,45,mainline,poly_division,0.636415,0.658189,0.658189,1,0,0
AB1_Baseline,Average,233,46,mainline,poly_combine,0.701222,0.676186,0.676186,1,0,0
AB1_Baseline,Average,233,47,mainline,poly_expand,0.705326,0.682253,0.682253,1,0,0
AB1_Baseline,Average,233,48,mainline,poly_division,0.735419,0.687892,0.687892,1,0,0
AB1_Baseline,Average,233,49,mainline,poly_combine,0.728459,0.687892,0.687892,0,0,0
AB1_Baseline,Average,233,50,mainline,poly_expand,0.731446,0.693134,0.693134,1,0,0
AB1_Baseline,Average,234,1,mainline,poly_combine,0.365467,0.44,0.44,0,0,0
AB1_Baseline,Average,234,2,mainline,poly_expand,0.35414,0.44,0.44,0,0,0
AB1_Baseline,Average,234,3,mainline,poly_division,0.425014,0.466015,0.466015,1,0,0
AB1_Baseline,Average,234,4,mainline,poly_combine,0.493678,0.490908,0.490908,1,0,0
AB1_Baseline,Average,234,5,mainline,poly_expand,0.564116,0.514154,0.514154,1,0,0
AB1_Baseline,Average,234,6,mainline,poly_division,0.552283,0.514154,0.514154,0,0,0
AB1_Baseline,Average,234,7,mainline,poly_combine,0.540323,0.514154,0.514154,0,0,0
